Source,Target,PassengerNumber,ComplaintsNumber
30002,31280,22,2
30002,31280,22,2
31078,13808,5,1
31078,13777,5,1
31151,31280,1,1
31151,31280,1,1
31151,31280,1,1
31280,13808,7,1
31280,31280,7,1
31280,13777,7,1
31280,31280,7,1
31280,31280,7,1
32308,13808,5,1
32308,13777,5,1
33113,13808,2,1
33113,13777,2,1
33512,13808,24,5
33512,13777,24,5
35216,13808,5,1
35216,13777,5,1
35293,31280,1,1
35293,31280,1,1
35293,31280,1,1
35679,31280,0,1
35679,31280,0,1
35679,31280,0,1
37604,31280,5,1
37604,31280,5,1
37604,31280,5,1
37632,13808,3,1
37632,13777,3,1
37779,13808,20,1
37779,13777,20,1
38505,31280,1,1
38505,31280,1,1
38505,31280,1,1
10005,15449,11,2
11328,15449,1,1
11436,15449,9,1
12833,15434,5,2
13566,15434,9,2
13751,15434,10,1
14349,15449,4,1
14838,15434,3,1
14838,15449,3,1
14855,15449,13,4
14887,15449,1,1
14927,15449,2,1
15260,15434,1,1
15266,15449,3,1
15287,15449,10,2
15300,15434,4,1
15353,15434,1,1
15591,15434,17,3
15625,15449,1,1
16506,15449,1,1
16512,15449,4,3
32148,15434,7,1
32153,15434,1,1
15333,15539,4,1
15359,15539,5,1
32116,15539,20,1
32148,33702,1,1
32254,33702,4,1
35232,33702,3,1
37626,33702,4,2
10076,22028,3,1
10076,22028,3,1
10856,15596,58,3
10856,15596,58,3
11436,15596,4,1
11436,15596,4,1
11543,15596,6,1
11543,15596,6,1
11548,15596,5,2
11548,15596,5,2
11551,15596,4,1
11551,15596,4,1
12355,22028,15,1
12355,22028,15,1
12545,22028,2,1
12545,22028,2,1
12615,15596,10,1
12615,15596,10,1
12620,22028,2,1
12620,22028,2,1
12833,22028,4,2
12833,22028,4,2
14540,15596,15,3
14540,15596,15,3
14838,15596,4,1
14838,15596,4,1
14847,22028,3,2
14847,22028,3,2
14849,22028,1,1
14849,22028,1,1
14851,22028,4,1
14851,22028,4,1
14856,15596,5,1
14856,15596,5,1
14912,15596,3,1
14912,15596,3,1
14920,15596,3,1
14920,15596,3,1
14926,22028,3,1
14926,22028,3,1
14927,15596,26,6
14927,15596,26,6
14928,15596,3,2
14928,15596,3,2
15266,15596,23,8
15266,15596,23,8
15277,15596,1,1
15277,15596,1,1
15280,15596,4,3
15280,15596,4,3
15287,15596,5,1
15287,15596,5,1
15299,15596,10,1
15299,15596,10,1
15572,15596,14,3
15572,15596,14,3
15573,22028,7,2
15573,22028,7,2
15592,15596,1,1
15592,15596,1,1
15596,15596,3,2
15596,15596,3,2
15693,15596,9,3
15693,15596,9,3
16505,15596,27,5
16505,15596,27,5
16506,15596,18,4
16506,15596,18,4
19735,15596,7,4
19735,15596,7,4
20001,22028,47,6
20001,22028,47,6
20353,22028,11,2
20353,22028,11,2
20750,22028,35,7
21342,22028,4,1
21342,22028,4,1
21402,22028,4,1
21472,22028,128,24
21487,22028,1,1
22028,22028,12,4
22028,22028,12,4
19212,22028,3,1
19212,32142,3,1
10173,14429,53,8
10173,14183,53,8
10313,14429,7,2
10313,14183,7,2
10491,14183,39,5
10609,14429,1,1
10609,14183,1,1
10649,14429,1,1
13907,16052,12,3
14015,16052,2,1
14033,16052,1,1
14331,16052,1,1
15984,16052,1,1
16438,16052,3,1
10351,20001,1,1
20001,20001,35,3
20001,20001,35,3
27997,15539,5,1
10233,16145,1,1
10512,11347,6,1
11347,11347,4,1
10512,13907,3,1
11001,13907,45,3
12612,13907,10,1
12612,16145,10,1
15602,13907,5,2
10309,10793,1,1
10309,10793,1,1
10528,10793,10,1
10528,10793,10,1
10630,10793,3,1
10630,10795,3,1
10630,10795,3,1
10636,10793,1,1
10636,10795,1,1
10636,10795,1,1
13442,10793,1,1
13442,10793,1,1
13850,10795,1,1
13850,10795,1,1
13965,10795,1,1
13965,10795,1,1
16171,10795,20,1
16171,10795,20,1
19823,10793,5,2
19823,10795,5,2
19823,10795,5,2
10385,13907,1,1
10385,11347,1,1
10385,15332,1,1
12612,13907,1,1
12612,11347,1,1
12612,16145,1,1
12612,15332,1,1
12612,16145,1,1
31100,13907,12,1
31100,11347,12,1
31100,15332,12,1
32250,13907,1,1
32250,11347,1,1
32250,15332,1,1
33444,13907,18,4
33444,11347,18,4
33444,15332,18,4
10383,16145,1,1
10383,16145,1,1
16145,19757,1,1
31643,31643,15,4
155,22942,6,2
1232,22942,10,1
4116,5669,1306,53
4116,5669,1306,53
4170,5669,2,1
5667,22942,16,2
5668,5669,348,24
5668,5669,348,24
5669,5669,239,21
5669,5669,239,21
9936,5669,428,37
9936,5669,428,37
9949,5669,131,10
9949,5669,131,10
20092,22942,13,3
20162,22942,29,4
21558,22942,262,12
22282,22942,114,14
22942,22942,30,3
23053,22942,435,9
23055,22942,322,20
23060,5669,3,1
23060,5669,3,1
23062,5669,1,1
23062,5669,1,1
23064,22942,1,1
26516,22942,307,23
26518,22942,10,3
26525,22942,211,16
26538,22942,41,9
26946,22942,6,2
26946,5669,6,2
26946,5669,6,2
4170,638,11,2
33156,638,2,1
33184,34065,2,1
33189,34065,1,1
33613,34065,1,1
34065,34065,5,1
36077,34065,6,2
37134,34065,1,1
25069,25069,4,2
28625,25069,143,7
4170,5523,90,8
5523,5523,2,1
6109,35810,30,1
31460,35810,6,3
33719,35810,7,2
35810,35810,2,2
36103,35810,4,3
36130,35810,6,2
36176,35810,3,1
36212,5523,2,1
36247,35810,6,2
36272,5523,10,1
36351,5523,8,1
36352,35810,28,6
36381,35810,2,2
36398,35810,3,1
37659,35810,40,4
37660,35810,10,1
39739,35810,17,4
647,647,796,32
2007,647,167,6
30087,39645,802,20
30087,647,802,20
30100,39645,20,2
35236,39645,80,1
39161,39645,1,1
39195,39645,1,1
39215,39645,5,2
39242,39645,35,3
39243,39645,51,8
39275,39645,10,2
39296,39645,160,11
39296,647,160,11
39300,39645,33,5
39300,647,33,5
39588,39645,1,1
39589,39645,321,16
39589,647,321,16
39645,39645,5,1
407,5483,2,1
606,5483,2,1
610,5483,1,1
914,5483,12,2
1321,5483,1,1
5219,5483,4,2
5302,5483,3,1
5346,5483,25,3
5352,5483,14,2
5430,5483,16,2
5432,5483,36,3
5661,5483,4,2
31156,34022,9,2
31165,34022,1,1
32445,34022,4,2
35526,34022,1,1
35550,34022,25,3
35551,5483,40,2
35560,34022,5,1
35571,34022,8,3
35587,34022,2,1
35589,34022,8,1
35599,34022,47,5
35627,34022,26,2
35628,34022,60,2
38525,5483,46,3
38525,34022,46,3
38530,5483,11,3
38530,34022,11,3
72,5454,1,1
564,5454,10,1
571,5454,3,2
1052,5454,1,1
5249,5413,4,2
5307,5454,7,1
5392,5454,42,6
22028,5413,5,1
33077,5413,46,3
33117,5413,1,1
33119,5413,7,1
33737,5413,7,4
37779,5413,2,1
407,5483,10,1
588,5483,7,1
595,5483,4,1
611,5483,1,1
613,5483,12,1
5311,5483,2,1
5319,5483,2,1
5334,5483,3,1
5387,5483,1,1
5391,5483,7,1
20001,25069,18,4
20726,25069,14,2
20749,25069,64,12
20754,25069,24,5
21472,25069,73,11
23017,5483,2,1
25069,25069,4,2
27997,5483,20,1
1626,65135,34,3
2831,65135,82,15
5130,65135,110,14
5131,65135,12,2
5132,65135,26,6
5830,65135,17,3
9810,65135,5,5
9955,65135,8,3
20037,22942,13,4
20094,22942,48,11
21370,22942,3,1
21666,22942,3,1
22942,22942,18,4
22974,22942,115,7
22975,22942,45,5
22980,22942,43,7
26416,22942,10,1
26544,22942,20,3
26977,22942,29,3
65340,22942,12,1
26795,38958,5,1
647,647,188,16
1540,31745,14,2
2007,647,152,2
4216,647,251,22
31652,31745,12,1
31745,31745,7,2
31745,647,7,2
32247,31745,31,5
32279,31745,1,1
32282,31745,6,2
32283,31745,53,9
32284,31745,35,4
32340,31745,10,2
32398,31745,3,2
32405,31745,1,1
32446,31745,19,3
32447,647,7,1
32448,647,1,1
32494,31745,72,10
38247,647,40,1
38310,647,40,1
41522,42803,17,4
41522,42803,17,4
42410,42803,80,12
42410,42803,80,12
42803,42803,1,1
42803,42803,1,1
43008,41464,1,1
43008,41464,1,1
43008,41464,1,1
43008,41464,1,1
43009,42803,135,6
43009,42803,135,6
51240,41464,12,3
51240,41464,12,3
51240,41464,12,3
51240,41464,12,3
54135,41464,10,3
54135,41464,10,3
54135,41464,10,3
54244,41464,10,1
54244,41464,10,1
54244,41464,10,1
54244,41464,10,1
54249,41464,1,1
54249,41464,1,1
54249,41464,1,1
54249,41464,1,1
57001,41464,38,5
57001,41464,38,5
57001,41464,38,5
57001,41464,38,5
57120,41464,1,1
57120,41464,1,1
57120,41464,1,1
57120,41464,1,1
57121,41464,6,3
57121,41464,6,3
57121,41464,6,3
57121,41464,6,3
57124,41464,4,2
57124,41464,4,2
57124,41464,4,2
57124,41464,4,2
4170,638,153,9
31751,31854,1,1
31854,31854,16,3
33512,31854,36,4
3117,61192,777,12
4170,5523,139,7
5602,61192,8,1
31342,61192,1,1
31579,5523,37,4
33076,61192,1,1
33077,61192,69,8
33117,61192,8,5
33484,5523,5,2
33737,61192,4,2
35093,61192,5,3
35908,61192,22,4
37792,61192,10,2
38033,61192,1,1
61349,5523,17,1
63903,5523,2,1
638,5523,1,1
647,5523,5,2
4170,5523,108,5
31089,5523,4,1
31100,61192,7,3
31100,5523,7,3
32148,61192,14,2
34634,61192,1,1
35074,61192,1,1
36849,61192,7,2
60337,5523,7,2
4170,60337,92,3
10214,32379,1,1
638,5523,5,1
638,5523,5,1
4170,5523,86,8
4170,5523,86,8
10137,61192,5,1
10222,61192,2,2
10431,61192,19,1
12071,61192,2,2
12072,61192,20,2
12073,61192,8,1
14830,61192,9,3
14999,5523,1,1
19988,61192,2,2
32361,5523,9,2
32361,5523,9,2
34286,61192,2,1
35290,61192,2,1
647,638,75,9
4170,638,204,8
31100,38030,52,2
32971,38030,3,1
33602,38030,37,5
33996,38030,1,1
34270,38030,42,9
34743,38030,5,1
35185,38030,2,2
37706,38030,117,12
37725,38030,24,6
38030,38030,12,2
38661,38030,7,2
4170,63651,2,1
60518,63651,3,1
60518,60899,3,1
60754,63651,3,1
60754,60899,3,1
60797,63651,1,1
60797,60899,1,1
51616,54250,2,2
51616,54250,2,2
52174,52395,3,1
52396,54250,2,1
52396,54250,2,1
54133,54250,1,1
54133,54250,1,1
55356,54250,5,2
55356,54250,5,2
55400,52395,10,1
55503,54250,5,1
55503,54250,5,1
56020,52395,1,1
57121,54250,8,1
57121,54250,8,1
10385,10792,2,1
10385,10792,2,1
10393,10389,2,1
10478,10389,4,1
10495,10389,3,1
10567,10389,2,1
60030,10389,37,4
60532,10792,1,1
60532,10792,1,1
10144,15400,5,1
15180,15400,6,1
15211,15400,3,1
62,61192,8,1
638,638,275,19
639,638,42,5
640,61192,1,1
4170,638,12584,232
6109,61192,233,8
11001,61192,8880,141
11010,61192,134,22
11011,61192,478,37
11012,61192,38,10
11013,61192,227,13
11015,61192,45,10
11271,61192,203,17
12005,638,10,1
12006,638,111,3
12019,638,115,3
12299,638,10,1
19987,638,1,1
31014,61192,6,3
31074,61192,16,1
31078,61192,98,8
32362,638,57,4
33702,61192,68,11
33802,61192,20,2
38505,638,3,1
60337,638,10,1
4170,5523,16,4
5454,5523,2,1
5455,5483,4,1
10099,5483,5,3
10137,5483,20,1
12132,5483,41,2
12149,5483,2,1
12149,5523,2,1
15158,5483,1,1
15211,5483,17,3
15640,5483,25,3
15641,5483,1,1
33605,5523,1,1
154,33802,20,1
154,33802,20,1
155,647,1,1
645,33802,10,1
645,33802,10,1
647,647,1562,102
661,647,2457,51
1232,647,698,58
1553,33802,15,4
1553,33802,15,4
1556,647,638,38
1683,33802,500,2
1683,33802,500,2
4075,647,285,23
5667,647,470,30
5668,33802,57,3
5668,33802,57,3
11060,647,8,1
11359,647,15,1
11571,647,1,1
11856,647,1,1
12024,33802,24,7
12284,33802,116,11
12286,33802,35,9
12287,33802,42,3
12288,33802,163,23
12289,33802,102,17
12291,33802,178,18
12292,33802,296,24
12295,33802,531,50
12296,33802,115,12
13108,33802,269,29
13108,33802,269,29
13172,33802,50,9
13172,33802,50,9
13175,33802,186,20
13175,33802,186,20
13304,647,4,1
13318,33802,29,6
13332,33802,147,11
13452,33802,99,14
13475,33802,190,22
19180,33802,50,1
19180,33802,50,1
19911,33802,153,21
19911,33802,153,21
32142,33802,23,8
32142,33802,23,8
32362,647,30,1
33802,33802,127,6
33802,33802,127,6
155,647,37,5
155,647,37,5
647,647,711,41
647,647,711,41
661,647,74,9
661,647,74,9
1232,647,249,18
1232,647,249,18
1556,647,188,18
1556,647,188,18
4075,647,248,13
4075,647,248,13
5667,647,22,5
5667,647,22,5
5668,33802,4,1
5668,33802,4,1
10141,33802,4,1
10141,33802,4,1
12024,33802,8,2
12024,33802,8,2
12286,33802,8,2
12286,33802,8,2
12287,33802,35,2
12287,33802,35,2
12289,33802,13,2
12289,33802,13,2
12291,33802,6,2
12291,33802,6,2
12292,33802,8,3
12292,33802,8,3
12295,33802,6,2
12295,33802,6,2
12296,33802,25,4
12296,33802,25,4
13108,33802,59,4
13108,33802,59,4
13172,33802,10,1
13172,33802,10,1
13175,33802,8,1
13175,33802,8,1
13318,33802,2,1
13318,33802,2,1
13332,33802,12,2
13332,33802,12,2
13452,33802,2,1
13452,33802,2,1
13475,33802,3,1
13475,33802,3,1
19180,33802,15,2
19180,33802,15,2
19911,33802,22,5
19911,33802,22,5
31078,33802,66,4
31078,33802,66,4
31151,647,2,2
31151,647,2,2
32142,33802,8,2
32142,33802,8,2
32361,647,44,8
32361,647,44,8
33605,647,53,7
33605,647,53,7
33606,33802,14,6
33606,647,14,6
33609,33802,62,11
33609,647,62,11
33802,33802,40,1
33802,33802,40,1
34286,33802,210,17
34286,33802,210,17
34426,33802,25,2
34426,647,25,2
35216,33802,3,2
35216,33802,3,2
35290,33802,15,3
35290,33802,15,3
35679,647,1,1
35679,647,1,1
35691,33802,29,5
35691,647,29,5
32487,20068,1,1
407,35679,73,9
606,35679,6,2
608,35679,27,6
609,35679,5,1
610,35679,8,2
611,35679,21,7
659,35679,4,3
1064,35679,9,1
1323,35679,69,9
1331,35679,3,2
1339,35679,4,1
1747,35679,19,2
3557,35679,29,3
5302,35679,6,1
5346,35679,7,3
5353,35679,27,4
5454,35679,59,6
5634,35679,2,1
5661,35679,13,3
6211,35679,4,1
10141,32142,1,1
11358,35679,3,1
11365,35679,6,1
12284,32142,13,2
12295,32142,18,4
12829,32142,2,1
13452,32142,18,3
31078,32142,17,2
32361,35679,250,1
33605,35679,30,1
33606,32142,225,11
33606,35679,225,11
33609,32142,174,19
33609,35679,174,19
33610,32142,3,2
34286,32142,23,3
34426,32142,32,3
34426,35679,32,3
35290,32142,9,3
35690,32142,172,11
35690,35679,172,11
33204,37779,3,1
33204,33285,3,1
33205,37779,5,1
33205,33285,5,1
33209,37779,2,1
33209,33285,2,1
647,32362,10,3
2007,32362,1,1
4216,32362,153,14
10312,15635,8,3
11286,15635,5,1
12358,15635,2,2
14094,15635,1,1
14112,15635,6,2
14118,32362,1,1
14125,15635,49,9
14410,15635,8,1
14414,15635,4,1
15982,15635,28,4
16143,15635,3,2
16158,15635,1,1
16161,15635,5,3
19532,15635,2,1
32362,32362,6,1
60337,32362,6,2
30953,20666,5,1
30993,20666,7,3
30993,20666,7,3
30993,33285,7,3
30993,33122,7,3
30993,33122,7,3
31019,20666,18,5
31019,20666,18,5
31019,33285,18,5
31251,20666,2,2
31251,20666,2,2
31251,33285,2,2
33032,20666,15,7
33032,20666,15,7
33032,33285,15,7
33117,33122,5,4
33117,33122,5,4
33117,33122,5,4
33737,33122,2,1
33737,33122,2,1
33737,33122,2,1
34029,20666,7,2
34029,20666,7,2
34029,33285,7,2
37598,33122,2,1
37598,33122,2,1
37598,33122,2,1
37632,33122,1,1
37632,33122,1,1
37632,33122,1,1
20001,25069,1,1
20001,25069,1,1
20750,25069,6,1
30945,37430,4,1
30945,37430,4,1
30945,37430,4,1
30967,37430,1,1
4216,63170,5,1
5130,63170,4,2
32013,34001,1,1
32571,34001,5,1
63199,63170,3,1
63199,34001,3,1
63294,63170,1,1
63294,34001,1,1
63332,34001,17,1
20277,37662,7,1
32277,32263,4,1
35296,32263,1,1
6102,60901,8,1
31654,60824,9,2
60290,60901,28,2
60290,60824,28,2
60290,60824,28,2
60495,60824,11,2
60495,60824,11,2
60507,60901,3,2
60507,60824,3,2
60507,60824,3,2
60824,60901,2,1
60824,60824,2,1
60824,60824,2,1
638,33804,3,1
4170,33804,199,10
13907,15359,3,1
13907,15359,3,1
22934,37785,1,1
22934,37785,1,1
22934,37785,1,1
30951,37785,1,1
30993,37785,5,1
30993,37430,5,1
30993,37430,5,1
30993,37430,5,1
31575,37430,10,1
31575,37430,10,1
31575,37430,10,1
37668,37430,3,1
37668,37430,3,1
37668,37430,3,1
21256,37544,8,2
37528,37544,1,1
37528,37528,1,1
4170,638,232,9
20277,25069,10,1
20740,20740,61,3
20740,25069,61,3
21472,25069,10,1
20740,20740,22,2
3114,10392,15,3
3114,10392,15,3
3114,10392,15,3
4170,10392,10,1
4170,10392,10,1
4170,10392,10,1
19824,10392,2,1
19824,10392,2,1
19824,10392,2,1
60030,10307,22,3
60030,10307,22,3
60030,10307,22,3
60033,10392,7,2
60033,10392,7,2
60033,10392,7,2
60424,10307,5,2
60424,10307,5,2
60424,10307,5,2
60425,10392,10,1
60425,10392,10,1
60425,10392,10,1
60714,10392,1,1
60714,10392,1,1
60714,10392,1,1
61223,10307,2,1
61223,10307,2,1
61223,10392,2,1
61223,10392,2,1
61223,10392,2,1
61223,10307,2,1
638,638,2,1
647,638,47,5
2007,638,1,1
4216,638,56,5
10431,61192,22,2
11544,61192,1,1
12073,61192,8,1
13402,638,1,1
15273,61192,59,7
15590,61192,16,3
16512,61192,5,1
18042,61192,7,3
18372,61192,3,1
19204,61192,10,1
647,32362,78,5
2007,32362,0,1
4216,32362,70,9
10510,15400,1,1
11416,32362,20,1
13426,32362,33,4
13426,15400,33,4
14542,32362,3,1
14542,15400,3,1
15296,32362,10,1
15296,15400,10,1
15299,32362,5,1
15299,15400,5,1
15400,15400,6,2
15580,15400,7,1
15585,15400,14,2
15693,15400,1,1
19395,32362,5,1
19395,15400,5,1
19982,32362,1,1
19982,15400,1,1
19985,32362,8,1
19985,15400,8,1
19986,32362,41,3
19986,15400,41,3
4216,638,3,1
32361,638,3,1
639,32362,17,5
647,32362,140,9
2007,32362,7,2
4216,32362,64,8
11544,15400,13,4
12116,15400,6,1
14855,15400,50,6
15445,32362,2,1
15460,15400,4,2
15573,15400,27,6
16512,15400,15,1
18042,15400,2,1
18046,32362,5,1
18162,15400,5,2
18372,15400,5,1
18375,15400,3,1
19204,15400,27,4
60337,32362,2,2
40273,50723,5,1
41296,51566,1,1
41484,51566,1,1
42667,51566,5,1
43009,51566,5,2
51605,51566,1,1
55137,51566,9,2
55137,50723,9,2
57307,50723,7,2
59903,51566,1,1
59903,50723,1,1
20001,26834,1,1
21161,26834,14,3
21195,26834,2,1
21500,33708,0,1
22980,26834,30,2
27063,26834,1,1
32233,33708,2,1
32233,26834,2,1
54155,53781,2,1
57016,53084,1,1
57307,53781,5,1
20353,25069,4,1
20726,25069,2,1
32760,37785,7,2
32760,37785,7,2
32760,37785,7,2
35419,37785,2,1
35419,37785,2,1
35419,37785,2,1
2029,1539,1,1
3083,1539,0,1
51194,51455,1,1
51194,51455,1,1
51440,51456,5,1
57307,51455,6,1
57307,51455,6,1
138,4009,30,4
145,4009,10,1
147,4009,6,1
551,4009,7,1
558,9895,25,3
559,9895,3,1
2922,9895,5,1
3220,9895,66,5
3287,9895,5,1
4007,4009,1,1
4009,4009,7,2
5131,9895,20,2
5853,9895,5,1
6099,4009,0,1
9855,4009,30,2
26795,27226,1,1
36598,21270,1,1
20328,20722,20,1
21450,20722,5,1
26825,26912,3,1
26867,20722,1,1
26867,26912,1,1
26903,26912,1,1
36595,20722,5,1
36595,26912,5,1
36598,26912,15,1
20001,20001,6,2
20216,20801,1,1
26248,20001,4,1
26258,20001,32,5
26369,20001,3,1
26899,20801,5,1
27083,20001,11,1
28623,28626,5,1
28623,28626,5,1
28623,20757,5,1
28623,20757,5,1
28623,28626,5,1
1455,2922,6,1
2922,2922,11,1
3007,2922,1,1
4171,2922,5,1
51240,58025,4,1
51616,58025,1,1
51699,58025,1,1
52395,57004,4,1
52400,58025,1,1
53408,57004,5,3
53408,58025,5,3
54135,58025,1,1
57001,57004,15,8
57001,58025,15,8
57002,57004,1,1
57003,57004,7,2
57121,58025,1,1
58023,58025,4,1
58025,58025,3,1
58471,57004,3,1
51616,53025,1,1
53025,53025,1,1
53408,53268,1,1
53408,53025,1,1
55400,53268,1,1
14806,15181,11,2
14806,15181,11,2
16124,14183,1,1
16124,14183,1,1
2007,647,135,6
18456,15909,5,1
11571,12074,5,1
11571,12074,5,1
12286,11153,4,1
12287,11153,1,1
12292,11153,7,1
12292,11153,7,1
12295,11153,20,1
12295,11153,20,1
13108,11153,1,1
13108,11153,1,1
13475,11153,5,1
13475,11153,5,1
14788,12074,208,20
14788,12074,208,20
14797,12074,41,4
14798,11153,4,1
14798,11153,4,1
14808,12074,4,1
15211,12074,12,1
15211,12074,12,1
15221,12074,10,1
15221,12074,10,1
15647,12074,0,1
15647,12074,0,1
15909,37996,2,1
15909,15909,2,1
18455,15909,180,9
18456,15909,101,4
22276,37996,15,4
22277,37996,26,4
22942,37996,12,1
22970,37996,25,1
22972,37996,85,4
23064,37996,31,3
26402,37996,22,3
27043,37996,2,2
14792,15181,5,1
14797,14173,1,1
16124,14173,1,1
22277,15181,6,2
22942,15181,6,2
22972,15181,1,1
23064,15181,2,1
26501,15181,2,1
26516,15181,5,2
27043,15181,17,2
27103,31732,4,1
27103,31732,4,1
32269,38243,7,2
32408,38243,2,1
32408,38243,2,1
12291,15181,1,1
12295,15181,3,1
13701,15181,1,1
14183,14183,2,1
14229,14183,5,1
14230,14183,2,1
14788,14183,1,1
14797,14183,1,1
16124,14183,1,1
27150,26760,1,1
4116,15181,10,1
4116,15181,10,1
16124,14183,1,1
16124,14183,1,1
155,14183,50,1
155,14183,50,1
155,14183,50,1
161,32362,9,2
161,32362,9,2
276,32362,10,1
277,32362,16,2
3513,32362,51,9
4116,32362,781,51
4116,32362,781,51
5669,32362,214,16
5669,32362,214,16
9936,32362,963,56
9936,32362,963,56
9949,32362,110,16
9949,32362,110,16
10842,32362,10,1
10842,32362,10,1
14183,14183,94,5
14183,14183,94,5
14183,14183,94,5
14188,32362,8,2
14188,32362,8,2
14211,14183,87,8
14211,14183,87,8
14211,14183,87,8
14217,14183,2,1
14217,14183,2,1
14217,14183,2,1
14217,32362,2,1
14217,32362,2,1
14229,14183,5,1
14229,14183,5,1
14229,14183,5,1
14230,14183,6,1
14230,14183,6,1
14230,14183,6,1
14236,14183,12,1
14236,14183,12,1
14261,14183,19,5
14261,14183,19,5
14278,14183,18,3
14278,14183,18,3
14324,14183,69,5
14324,14183,69,5
14325,14183,140,3
14325,14183,140,3
14425,14183,74,9
14425,14183,74,9
14425,14183,74,9
16083,14183,28,5
16083,14183,28,5
16083,14183,28,5
16083,32362,28,5
16083,32362,28,5
16084,14183,10,1
16084,14183,10,1
16084,14183,10,1
16084,32362,10,1
16084,32362,10,1
16124,14183,38,5
16124,14183,38,5
16481,14183,24,5
16481,14183,24,5
19901,14183,28,9
19901,14183,28,9
32362,32362,18,5
32362,32362,18,5
161,5669,44,11
161,5669,44,11
4116,5669,293,15
4116,5669,293,15
5667,33802,14,2
5667,33802,14,2
5667,15211,14,2
5669,5669,129,17
5669,5669,129,17
9936,5669,122,11
9936,5669,122,11
9949,5669,15,5
9949,5669,15,5
14788,33802,143,14
14788,33802,143,14
14788,15211,143,14
14794,33802,21,4
14794,33802,21,4
14797,33802,13,5
14797,33802,13,5
