Source,Target,PassengerNumber,ComplaintsNumber
57311,57105,2,2
57311,57105,2,2
57311,58071,2,2
57311,58071,2,2
57315,57105,10,1
57315,56848,10,1
57316,57105,9,1
57316,56848,9,1
58065,58071,1,1
58065,58071,1,1
58065,58071,1,1
58067,58071,2,1
58067,58071,2,1
58067,58071,2,1
58071,58071,87,13
58071,58071,87,13
58071,58071,87,13
58073,58071,11,3
58073,58071,11,3
58073,58071,11,3
58178,58071,15,1
58178,58071,15,1
58178,58071,15,1
59031,57105,20,1
59031,57105,20,1
59031,58071,20,1
59031,58071,20,1
59040,58071,1,1
54180,55648,5,1
54180,55648,5,1
11059,19142,1,1
11059,11023,1,1
11358,12945,10,1
11358,12084,10,1
11359,19142,1,1
11359,11023,1,1
11816,19142,23,2
11816,11023,23,2
11831,19142,10,1
11831,11023,10,1
12287,19142,16,2
12287,11023,16,2
12945,12945,1,1
13274,12945,2,1
13274,12084,2,1
13300,19142,4,1
13300,11023,4,1
13369,19142,2,1
13369,11023,2,1
13907,14041,15,2
13907,14041,15,2
11510,15664,5,1
11510,14606,5,1
32466,37254,3,1
32466,37254,3,1
37030,37254,10,1
37030,37254,10,1
37040,37254,1,1
37040,37254,1,1
37207,37254,1,1
37207,37254,1,1
51096,52175,1,1
51096,52175,1,1
51096,52175,1,1
51096,52175,1,1
54689,51021,1,1
52167,50517,1,1
52167,50556,1,1
55137,50517,1,1
59160,59151,1,1
59160,50474,1,1
58279,53463,3,2
30886,33712,2,1
35051,33712,1,1
21134,21109,1,1
32328,38128,1,1
32328,21438,1,1
32330,21109,2,1
32330,21109,2,1
32492,38128,1,1
32492,21438,1,1
61348,63227,1,1
61348,63118,1,1
61348,63118,1,1
61291,63118,1,1
61291,63111,1,1
32884,30991,3,1
35621,31345,8,1
35621,31191,8,1
33532,39761,3,1
33532,39761,3,1
39324,39761,9,1
39324,39761,9,1
39326,39761,3,1
39326,39761,3,1
39330,39761,3,1
39330,39761,3,1
31906,36556,4,1
36556,32806,4,2
36556,36556,4,2
20656,20659,20,1
20660,20659,40,1
20844,20659,3,1
21486,20659,7,2
21486,25638,7,2
21574,25638,135,9
25638,25638,4,2
25661,25638,1,1
52189,50932,1,1
57120,57126,3,1
57121,57126,1,1
58103,58113,5,2
58107,58113,2,1
58107,57126,2,1
15356,19219,1,1
30763,32740,1,1
30763,32740,1,1
31929,32740,2,1
31929,32740,2,1
31937,32740,1,1
31937,32740,1,1
31942,32740,2,1
31942,32740,2,1
37040,33869,27,4
37040,33869,27,4
37120,32740,1,1
37120,32740,1,1
37121,33869,2,1
37121,33869,2,1
588,1456,2,1
616,1456,1,1
1133,1466,6,1
5312,1466,20,1
5356,1466,9,2
5393,1466,20,1
12946,32207,1,1
12946,32207,1,1
12946,12946,1,1
12946,12946,1,1
31120,12946,2,2
31120,12946,2,2
31123,32207,1,1
31123,32207,1,1
3228,5425,1,1
5312,5425,2,1
5393,1640,2,1
34924,39717,3,2
35736,39717,2,1
35736,34850,2,1
10983,11621,1,1
11062,11589,4,1
11070,11589,25,6
11198,11589,3,2
11947,11589,2,1
19437,11589,5,1
31916,32740,7,1
31932,32740,1,1
43058,40130,10,1
10076,18288,7,1
11478,18288,2,1
11478,15622,2,1
11480,18288,9,2
11480,15622,9,2
15274,18288,1,1
62,33395,1,1
33077,33395,1,1
5645,5645,5,2
5645,5641,5,2
10510,15412,12,2
10857,15411,8,3
10857,15412,8,3
11356,15412,1,1
11414,15412,3,1
11415,15412,2,2
11418,15412,1,1
11427,15412,9,2
13412,15411,7,2
13412,15412,7,2
13413,15411,2,1
13413,15412,2,1
13414,15411,5,3
13414,15412,5,3
13416,15411,7,2
13416,15412,7,2
13417,15411,2,1
13417,15412,2,1
13418,15411,3,1
14928,15411,3,1
15287,15412,14,3
15364,15411,30,1
15410,15411,10,1
15578,15411,3,3
19395,15412,2,1
55012,52175,2,2
36561,32010,3,1
36561,32010,3,1
37363,32010,1,1
37363,32010,1,1
37364,39791,9,1
37364,39791,9,1
37364,32010,9,1
37364,32010,9,1
38191,39791,5,2
38191,39791,5,2
38191,32010,5,2
38191,32010,5,2
39599,40096,1,1
39599,42250,1,1
39599,40096,1,1
39601,40096,4,2
39601,42250,4,2
39601,40096,4,2
40207,42250,1,1
51377,58025,3,1
51394,57004,1,1
51823,58025,2,1
54164,58025,6,3
58067,57004,1,1
58123,58025,3,2
58160,58025,3,1
58163,58025,1,1
58563,58025,6,1
59054,57004,2,1
59054,58025,2,1
59057,57004,2,1
137,1455,1,1
330,1455,4,2
1371,1455,3,1
4009,1455,10,1
9855,2948,2,1
39217,39540,1,1
39239,39540,4,1
39242,39540,6,2
39243,39540,2,2
39364,31411,2,1
39376,31411,5,1
39378,31411,2,2
39462,39540,26,3
39541,31411,2,1
39659,39540,7,1
39676,31411,10,1
33759,36098,2,1
35144,36157,1,1
35881,36098,8,3
36194,36157,1,1
36244,36157,2,1
36266,36157,1,1
36269,36098,1,1
38633,36098,4,1
26760,21448,4,1
37064,37119,1,1
37064,21448,1,1
19531,19753,5,1
19531,19753,5,1
12997,18132,6,1
12997,18132,6,1
13570,11797,6,1
13570,11797,6,1
14672,11797,1,1
14672,11797,1,1
15731,11797,2,1
15731,11797,2,1
19550,11797,1,1
19550,11797,1,1
20079,20849,16,4
20147,20800,30,1
20155,20849,22,3
20162,20800,70,8
20207,20849,33,7
20800,20800,762,34
20848,20800,3,3
20850,20800,7,1
20851,20849,4,1
21597,20849,20,6
22276,20800,60,3
22277,20800,2,1
22970,20800,6,2
22980,20849,12,5
26491,20849,5,3
26493,20849,36,4
26499,20849,29,4
26501,20800,18,1
26502,20849,18,3
26504,20849,22,2
26520,20849,100,2
27044,20849,5,3
27085,20800,1,1
33562,33562,2,1
35845,33562,1,1
37028,33562,2,2
37031,33562,2,1
38929,39791,5,1
20167,20441,16,4
20167,20441,16,4
20167,20441,24,6
20167,20441,24,6
20167,20441,24,6
27166,20441,1,1
27166,20441,1,1
27177,20441,2,1
27177,20441,2,1
407,605,5,1
1321,605,4,1
5219,605,1,1
41602,42734,1,1
41602,42734,1,1
42140,47469,6,1
42140,47469,6,1
43054,47469,2,1
43054,47469,2,1
34328,36146,29,3
36155,36146,1,1
36158,36146,4,3
36209,36146,16,2
38048,36146,12,2
38048,38048,12,2
39776,38048,4,2
60879,60878,5,1
13437,18204,2,1
14847,18204,1,1
18193,15448,1,1
20277,38130,5,1
20277,38130,5,1
20277,21402,5,1
21043,33550,1,1
21043,33550,1,1
21043,33550,1,1
21093,33550,2,2
21093,33550,2,2
21093,33550,2,2
21140,38130,6,1
21140,38130,6,1
21140,21402,6,1
25801,38130,105,5
25801,38130,105,5
25801,21402,105,5
25803,38130,22,2
25803,38130,22,2
25803,21402,22,2
25819,33550,2,2
25819,33550,2,2
25823,38130,1,1
25823,38130,1,1
25823,21402,1,1
25831,38130,10,1
25831,38130,10,1
25831,21402,10,1
31049,38130,5,1
31049,38130,5,1
31049,21402,5,1
38107,38130,2,1
38107,21402,2,1
52187,54266,4,1
40469,47129,1,1
40545,47129,3,1
40558,47129,7,2
40571,40424,1,1
42427,40424,1,1
43292,40424,4,2
46133,40424,2,2
32022,32022,1,1
32022,38237,1,1
33599,32011,1,1
33599,32011,1,1
10272,19624,5,1
10272,10466,5,1
19641,19624,1,1
19641,10466,1,1
55297,52221,9,1
55297,51145,9,1
39951,32233,3,1
35781,37061,6,1
37269,37061,10,2
37269,37061,10,2
39950,37061,1,1
1640,1640,5,2
5278,1640,1,1
5329,1640,1,1
5398,1640,2,1
37528,37528,4,2
37661,37528,3,1
32031,32427,1,1
32607,38188,1,1
32655,38188,2,1
32673,38188,2,1
32695,32427,2,1
32695,38188,2,1
32705,38188,4,1
30431,35267,1,1
30431,35267,1,1
30528,35267,3,1
30528,35267,3,1
35928,35267,3,1
35928,35267,3,1
39426,32088,8,2
39426,32088,8,2
39426,32088,8,2
39426,32088,8,2
11001,12946,2,1
11021,12946,2,1
11269,12946,8,1
12014,32171,8,1
12946,32171,1,1
12946,12946,1,1
31310,12946,1,1
32164,32171,2,1
32203,32171,4,1
58014,51402,2,1
58014,51402,2,1
54009,51164,8,1
31516,30028,7,2
31516,31791,7,2
54186,53881,3,1
54286,53881,2,1
60571,60899,2,1
60571,60572,2,1
63648,60572,9,1
31631,31631,1,1
34099,34099,4,1
34099,31631,4,1
36865,31631,2,2
63317,63346,1,1
63317,63317,1,1
63378,63346,4,1
63378,63317,4,1
31407,31412,3,1
39183,39561,6,3
39207,30869,2,1
39207,39561,2,1
39508,31412,7,1
20036,20036,6,2
20036,21068,6,2
21139,21068,6,1
21161,21161,3,1
21161,25818,3,1
21540,21161,2,1
21540,25818,2,1
23038,21161,3,1
23038,25818,3,1
25346,21161,36,6
25346,25818,36,6
25722,21161,4,4
28665,21161,1,1
28665,25818,1,1
31496,21161,4,1
31496,25818,4,1
31658,20036,1,1
31658,21068,1,1
31674,20036,5,1
31674,21068,5,1
32269,21161,10,1
32269,25818,10,1
32373,20036,8,2
32373,21068,8,2
32494,21161,3,1
32494,25818,3,1
32556,20036,3,3
32556,21068,3,3
36667,20036,23,5
36667,21161,23,5
36667,21068,23,5
36667,25818,23,5
37655,20036,4,2
37655,21068,4,2
41749,47103,3,1
55056,54231,4,1
55056,54231,4,1
56501,56501,1,1
56502,57235,2,1
57001,57235,1,1
57122,57235,1,1
57273,57235,7,1
57277,57235,1,1
11063,13459,5,1
11063,11083,5,1
11126,11126,2,1
11145,11126,1,1
11145,11300,1,1
13271,13459,2,1
13271,11083,2,1
19422,11126,30,3
55425,55371,1,1
56704,56704,11,3
56704,55371,11,3
11255,13962,1,1
51189,51220,1,1
51189,57588,1,1
40518,43037,1,1
40518,43037,1,1
41995,43037,4,1
41995,43037,4,1
43059,43037,1,1
43059,43037,1,1
47453,43053,2,1
47453,43053,2,1
47671,43053,1,1
47671,43053,1,1
43479,43821,4,2
43479,46119,4,2
10139,15337,4,1
10139,10139,4,1
41353,42968,1,1
41353,42967,1,1
41522,41522,21,2
43094,42968,2,2
43094,42967,2,2
36079,33699,9,1
36079,33699,9,1
36969,33699,2,1
36969,33699,2,1
36024,31657,3,1
36281,31657,2,2
36288,31657,2,1
36323,31657,2,1
60469,60899,2,1
60469,65354,2,1
138,3007,10,1
145,3007,2,1
148,3007,5,1
153,3007,12,1
645,3007,10,1
1106,3007,1,1
1467,3007,10,1
2245,3007,1,1
2262,3007,12,3
3594,3007,0,1
5132,3007,6,2
31428,39561,5,1
35237,39561,1,1
39170,39204,1,1
39545,39204,1,1
10222,15538,1,1
40159,40757,1,1
40159,40757,1,1
40159,40757,1,1
40159,40757,1,1
31291,30991,6,1
31291,30992,6,1
32282,30991,2,1
32282,30991,2,1
32340,30991,1,1
32340,30991,1,1
33582,30991,5,1
33582,30991,5,1
57298,58161,4,2
58684,58161,3,3
31597,38310,8,1
31597,38310,8,1
31597,38310,8,1
32169,38310,5,1
32169,38310,5,1
32169,38310,5,1
32239,38310,4,1
32239,38310,4,1
32239,38310,4,1
11176,14340,0,1
11176,13543,0,1
14330,13146,4,2
31036,33744,1,1
31036,33744,1,1
31659,33744,6,1
31659,33744,6,1
32880,33744,4,1
32880,33744,4,1
33738,33744,2,1
33738,33744,2,1
33738,33744,2,1
33738,33744,2,1
35447,33744,5,2
35447,33744,5,2
38222,33744,1,1
38222,33744,1,1
38222,33744,1,1
38222,33744,1,1
32760,33692,2,1
35419,33692,5,1
14601,15664,2,2
14601,14606,2,2
11011,31075,3,1
11013,31075,5,1
11017,31075,2,1
11018,31075,15,1
11059,31075,8,2
11060,31075,17,3
11359,31075,4,4
11361,31075,31,6
11362,31075,18,3
11363,31075,5,1
11364,31075,20,2
13324,31075,45,10
30057,32362,11,3
30057,31075,11,3
30059,31075,2,2
30775,32362,15,2
30775,31075,15,2
30779,32362,5,2
30779,31075,5,2
30814,32362,8,3
32362,32362,13,2
33574,31075,1,1
33606,32362,18,5
35690,32362,11,2
35690,31075,11,2
35691,32362,1,1
38505,32362,40,1
3847,5925,0,1
5854,1329,4,4
31014,35679,4,1
31796,31280,3,1
31798,35679,8,1
31798,31280,8,1
60894,60899,4,1
60894,60639,4,1
31194,38468,3,1
35255,31195,8,2
1260,202,3,1
1260,202,3,1
1344,1539,20,1
1344,1539,20,1
1347,1539,1,1
1347,1539,1,1
2365,1539,2,2
2365,1539,2,2
3008,1539,10,1
3008,1539,10,1
3858,202,1,1
3858,202,1,1
6131,1539,2,1
6131,1539,2,1
39375,34837,3,1
39375,34837,3,1
39419,37860,1,1
39419,37860,1,1
39422,37860,2,1
39422,37860,2,1
60021,61414,5,1
60256,60402,10,1
60257,60402,24,5
60279,61414,1,1
60312,60402,7,1
60403,61414,20,1
63480,60402,16,4
63974,61414,10,1
63974,65155,10,1
63975,60402,4,1
63981,60402,1,1
65387,60402,1,1
65387,60402,1,1
30326,30326,5,1
33077,30326,4,1
33275,30326,5,1
35249,30326,60,4
35249,30326,60,4
55002,58867,1,1
55002,55481,1,1
55006,58867,11,2
55006,55481,11,2
55040,58867,5,1
55040,55481,5,1
55079,55049,2,1
55079,55049,2,1
55089,55049,4,1
55089,55049,4,1
55121,58867,0,1
55121,55481,0,1
55144,55049,3,1
55144,55049,3,1
55228,58867,10,1
55228,55481,10,1
55324,58867,3,1
55324,55481,3,1
55432,58867,8,2
55432,55481,8,2
55552,55049,3,1
55552,55049,3,1
56150,55049,5,1
56150,55049,5,1
56163,55481,1,1
56720,58867,8,1
56720,55481,8,1
56724,55049,2,1
56728,55049,1,1
58923,55049,1,1
58933,55049,4,1
58936,55049,4,1
58937,55481,2,1
58945,55049,2,1
59560,55049,8,1
59564,55049,4,3
52174,58863,1,1
55037,55481,4,1
55122,55481,4,1
55122,58863,4,1
55480,58863,1,1
58866,55481,6,2
10021,13536,12,2
10972,11274,1,1
10986,11274,2,1
11116,11274,6,1
13527,13536,1,1
19429,13536,2,1
54180,55648,5,1
54180,55648,5,1
54003,55571,1,1
31291,30548,8,2
32325,30548,1,1
31982,31825,1,1
31982,38096,1,1
35050,31660,1,1
30087,39110,5,1
30087,39110,5,1
39107,39107,1,1
39107,39107,1,1
39287,39110,1,1
39287,39110,1,1
31366,63111,3,1
31366,63111,3,1
31366,63111,3,1
31366,63111,3,1
31366,63111,3,1
32399,63111,1,1
32399,63111,1,1
32399,63111,1,1
32399,63111,1,1
32399,63111,1,1
32399,63111,1,1
38243,63111,2,1
38243,63111,2,1
38243,63111,2,1
38243,63111,2,1
38243,63111,2,1
38243,63111,2,1
39684,63227,6,1
39684,63418,6,1
39684,63126,6,1
63410,63227,6,1
63410,63418,6,1
63424,63227,2,1
63424,63418,2,1
35621,32112,8,1
36764,32112,5,1
38002,34398,2,1
38002,38894,2,1
38885,34398,5,1
38885,38894,5,1
11028,11034,5,1
11028,13984,5,1
11040,14707,1,1
11040,10111,1,1
12017,11034,1,1
12017,13984,1,1
13216,14707,1,1
13216,10111,1,1
51233,59062,1701,2
55817,59062,5,1
57001,59062,23,3
57053,59062,8,4
57053,59062,8,4
57119,59062,1,1
57165,59062,7,4
57166,59062,12,3
57167,59062,7,3
57168,59062,3,1
57171,59062,4,2
57173,59062,8,2
57174,59062,28,2
57181,59062,6,2
57206,59062,3,1
57208,59062,25,1
57231,59062,14,3
58124,59062,43,8
30946,31035,3,1
30946,31549,3,1
1,579,4,1
139,5427,20,1
580,579,3,1
581,579,40,1
1050,5427,12,3
1050,579,12,3
1291,5427,3,1
1291,579,3,1
3228,579,12,2
5193,5427,6,2
5196,579,11,2
5427,5427,6,1
5661,579,8,3
6188,5427,20,1
10977,10928,1,1
11300,10928,5,2
11885,12766,1,1
12033,10928,3,1
10976,11348,1,1
10976,19404,1,1
11602,11274,1,1
11602,11075,1,1
42563,43353,4,2
42563,40571,4,2
43498,43353,2,1
43498,40571,4,2
43498,40571,4,2
30131,30144,10,1
51305,51332,3,1
51378,51332,1,1
51378,51323,1,1
51381,51332,2,1
51381,51323,2,1
51415,51332,1,1
51415,51323,1,1
52279,51332,3,1
52279,51323,3,1
53408,51332,5,1
57307,51332,4,1
26760,37861,4,1
26759,27143,20,1
26921,27143,3,1
26923,27143,8,1
27107,27143,20,1
27173,27143,1,1
50905,51074,50,1
51120,51074,1,1
54009,51164,2,1
56245,51074,1,1
50908,54964,10,1
52189,54231,1,1
53840,54964,10,1
53840,54231,10,1
54965,54964,5,1
54965,54231,5,1
50736,52540,2,1
50736,50517,2,1
53413,50517,6,1
58479,50517,1,1
20662,21109,10,1
21093,21132,8,1
26130,21109,1,1
31065,31604,3,1
31159,31429,2,1
31313,31604,9,2
31454,31604,4,1
31454,31429,4,1
33505,31429,1,1
38120,31604,3,1
647,647,1,1
1948,647,4,2
2776,2776,2,2
3103,2776,3,1
1142,1539,1,1
3828,1539,4,1
78,1879,8,4
78,434,8,4
78,1879,8,4
84,1879,247,12
84,434,247,12
84,1879,247,12
157,1166,10,1
192,1879,5,1
242,5837,15,2
554,5837,1,1
557,5837,6,1
1002,5837,20,1
1317,1879,16,5
1317,434,16,5
1317,1879,16,5
1318,1879,82,3
1318,5837,82,3
1318,1487,82,3
1318,1166,82,3
1318,1879,82,3
1318,1879,82,3
1492,5837,20,1
1507,1879,7,1
1507,434,7,1
1862,1879,846,11
1862,5837,846,11
1862,1487,846,11
1862,1166,846,11
1862,1879,846,11
1862,1879,846,11
1879,1879,8,1
1879,5837,8,1
1879,1487,8,1
1879,1166,8,1
1879,1879,8,1
1879,1879,8,1
1933,1879,0,1
1933,5837,0,1
1933,1166,0,1
1933,1879,0,1
1933,1879,0,1
2246,1879,20,1
2246,434,20,1
2246,5837,20,1
2246,1879,20,1
2551,1879,1183,19
2551,434,1183,19
2551,5837,1183,19
2551,1487,1183,19
2551,1166,1183,19
2551,1879,1183,19
2778,1879,25,3
2778,5837,25,3
2778,1487,25,3
2778,1166,25,3
2778,1879,25,3
2778,1879,25,3
2836,1879,70,1
2836,5837,70,1
2836,1487,70,1
2836,1166,70,1
2836,1879,70,1
2836,1879,70,1
2896,1879,2,1
2896,5837,2,1
2896,1487,2,1
2896,1166,2,1
2896,1879,2,1
2896,1879,2,1
3292,5837,10,1
3379,1879,10,1
3379,434,10,1
3379,1879,10,1
3632,1879,117,6
3632,434,117,6
3632,1879,117,6
3633,1879,8,2
3633,434,8,2
3633,1879,8,2
3858,1879,18,5
3858,5837,18,5
3858,1487,18,5
3858,1166,18,5
3858,1879,18,5
3858,1879,18,5
4115,1879,22,2
4115,5837,22,2
4115,1487,22,2
4115,1166,22,2
4115,1879,22,2
4115,1879,22,2
4169,1879,483,26
4169,434,483,26
4169,1879,483,26
4216,1879,55,2
4216,434,55,2
4218,1879,1,1
4218,5837,1,1
4218,1487,1,1
4218,1166,1,1
4218,1879,1,1
4218,1879,1,1
5949,1879,10,2
5949,5837,10,2
5949,1487,10,2
5949,1166,10,2
5949,1879,10,2
5949,1879,10,2
9823,1879,721,15
9823,434,721,15
9823,5837,721,15
9823,1487,721,15
9823,1166,721,15
9823,1879,721,15
61157,1487,2,1
56670,58113,1,1
57122,57268,1,1
57125,57268,1,1
57127,57268,4,1
57269,58113,3,1
58067,57268,4,1
58096,58113,8,1
58120,58113,1,1
58138,58113,10,2
52174,55240,1,1
55141,58666,8,2
58217,58666,1,1
31138,31429,1,1
31171,34742,3,1
31470,34742,10,1
31470,31429,10,1
31676,34742,15,2
34742,34742,9,2
36526,31429,6,1
38129,34742,10,1
12385,12385,21,3
13646,13663,1,1
13650,12385,1,1
14735,13663,7,1
14737,13663,7,1
14984,13663,4,1
15001,12385,4,1
15151,13663,7,3
15726,13663,20,1
15726,12385,20,1
54835,54835,10,2
54835,54835,10,2
54835,54868,5,1
11361,11363,3,1
11363,11363,2,1
13118,11363,3,1
17903,11363,1,1
52685,52682,2,1
52685,52682,2,1
20235,21401,5,1
20419,21401,7,2
20443,22555,2,1
21139,22555,1,1
21518,22555,5,1
21551,21401,2,1
21728,22555,4,1
25203,21401,1,1
25937,21401,10,1
36164,21401,3,3
36168,21401,12,3
36208,21401,10,2
36237,22555,36,3
36238,21401,6,1
37571,21401,4,1
21139,21139,1,1
21161,21254,1,2
21161,20152,1,2
21254,21254,1,1
21254,20152,1,1
21370,21254,50,1
21370,20152,50,1
21500,22028,31,2
21500,21139,31,2
21684,21254,5,1
21684,20152,5,1
22556,21254,2,1
22556,20152,2,1
27059,22028,3,1
27059,21139,3,1
35021,34219,2,2
35146,31660,2,1
640,640,15,1
39222,39204,1,1
39222,30399,1,1
39271,39204,2,1
39271,30399,2,1
39281,39204,5,1
39281,30399,5,1
39287,39204,5,1
39287,30399,5,1
32152,38212,3,2
32152,31757,3,2
38216,38212,2,1
38216,38235,2,1
38216,31757,2,1
20037,26590,42,8
20057,26590,2,2
20061,20162,9,4
20079,26590,55,6
20080,26590,25,2
20081,26590,40,2
20082,20162,7,2
20084,20162,17,2
20085,26590,16,4
20086,26590,20,1
20089,20162,10,6
20090,20162,16,3
20091,20162,80,5
20094,26590,6,2
20155,26590,3,1
20162,20162,20,4
20200,26590,55,10
20330,26590,11,3
20647,26590,1,1
21377,26590,5,1
21597,26590,66,9
22276,20162,20,1
22970,20162,5,1
22974,26590,184,4
23039,20162,83,12
26239,20162,28,3
26240,26590,114,16
26379,26590,55,8
26388,26590,23,3
26389,26590,10,3
26391,20162,1,1
26416,26590,1,1
26484,20162,18,7
26485,26590,48,7
26564,26590,38,5
26566,20162,1,1
26568,26590,8,3
26569,20162,8,1
26581,20162,14,2
26582,26590,13,3
26593,20162,271,7
26615,20162,34,3
27043,20162,5,1
27044,26590,5,1
27058,26590,29,6
27085,20162,1,1
27088,26590,7,2
27089,26590,4,1
27092,20162,31,6
28588,20162,11,2
28588,26590,11,2
50178,59087,2,1
50178,52570,2,1
51015,51015,4,1
51158,51015,1,1
51158,51328,1,1
51190,51015,3,1
51190,51328,3,1
51230,51015,2,1
51230,51328,2,1
51239,51015,2,1
51239,51328,2,1
51327,51015,8,2
51327,51328,8,2
11156,10928,10,1
13462,12766,13,3
37861,30300,2,1
39987,30300,6,2
57120,57180,1,1
57181,57180,1,1
57216,57241,3,1
57218,57180,8,4
57221,57180,4,1
57233,57180,3,1
58120,57241,1,1
58129,57241,4,1
58169,57241,4,1
40465,40659,5,1
43317,40659,2,1
43320,40659,8,4
43348,43484,3,1
41749,42410,10,2
41844,42410,2,1
42324,42410,40,1
42400,42410,4,1
42995,42410,2,1
43088,42410,5,3
43578,42410,16,5
43579,42410,5,1
43580,42410,5,2
46213,42410,10,1
46215,42410,1,1
46953,42410,5,3
53364,42410,3,2
39109,39645,1,1
39109,39246,1,1
39252,39645,10,1
11482,14349,0,1
13437,14349,1,1
18406,14349,1,1
12287,19180,3,1
12295,19180,5,1
41988,40863,1,1
42065,40863,1,1
42840,46203,2,1
50956,50961,4,2
35202,39426,2,1
39187,39426,1,1
113,102,2,1
120,102,1,1
123,2001,34,2
126,102,3,1
129,2001,1,1
130,102,2,1
350,102,13,2
543,2001,2,2
1223,2001,4,1
1247,102,9,3
1616,2001,1,1
2000,102,5,1
2001,2001,99,12
3008,2001,14,3
3374,102,2,2
3632,102,0,1
3634,2001,51,2
3820,102,5,1
4115,2001,11,2
4216,102,17,7
4218,2001,1,1
6012,2001,10,1
6238,2001,7,2
9841,2001,4,2
800,1522,6,1
800,1957,6,1
3374,1522,10,1
3374,1957,10,1
14663,15726,1,1
14663,15726,1,1
14722,15726,1,1
14722,15129,1,1
14722,15129,1,1
14740,15726,16,2
14740,15726,16,2
15097,15726,10,2
15097,15129,10,2
15097,15129,10,2
15716,15726,5,3
15716,15726,5,3
15743,15726,4,1
15743,15129,4,1
15743,15129,4,1
55249,53979,1,1
30975,31022,6,1
33480,31039,2,1
30993,33210,3,3
30993,30953,3,3
30993,35093,3,3
30993,33210,3,3
31004,33210,1,1
31004,30953,1,1
31004,33210,1,1
33169,35093,1,1
33169,35093,1,1
33203,33210,1,1
33203,30953,1,1
33203,35093,1,1
33203,35093,1,1
33203,33210,1,1
33204,33210,3,1
33204,30953,3,1
33204,35093,3,1
33204,35093,3,1
33204,33210,3,1
33205,33210,5,2
33205,30953,5,2
33205,35093,5,2
33205,35093,5,2
33205,33210,5,2
35252,33210,1,1
35252,30953,1,1
35252,35093,1,1
35252,35093,1,1
35252,33210,1,1
37547,33210,5,2
37547,30953,5,2
37547,35093,5,2
37547,35093,5,2
37547,33210,5,2
37924,33210,3,1
37924,30953,3,1
37924,35093,3,1
37924,35093,3,1
37924,33210,3,1
20298,25638,2,1
25253,25638,1,1
25669,22556,1,1
34795,22556,1,1
47911,47831,7,3
41352,43070,4,1
42236,40273,8,1
47634,43070,1,1
19750,14579,12,1
20168,36408,2,1
21231,36408,20,3
21436,36408,8,2
21530,21254,7,1
21817,36408,6,3
22936,36408,3,2
26053,21254,1,1
26070,21254,7,2
26158,21254,2,2
26198,36408,2,1
26945,36408,3,1
26945,21254,3,1
34954,21254,1,1
35848,21254,9,2
30814,37501,2,1
30818,37501,2,2
31660,31602,1,1
31660,31602,1,1
35257,31602,15,1
35257,31602,15,1
36806,31602,3,1
36806,31602,3,1
31690,31850,3,1
31696,36176,10,2
34451,36176,12,2
36345,36176,2,1
38170,31850,4,1
137,3035,12,2
168,2987,3,1
284,2987,5,1
1166,2987,2,1
4009,3035,26,3
60207,60402,0,1
60237,60402,6,1
60302,61414,1,1
60312,60402,1,1
60314,60402,1,1
60315,61414,15,1
60318,61414,2,1
61378,60402,5,1
63988,61414,10,1
65383,61414,2,1
65390,60402,2,1
31055,36481,322,2
31195,36481,1,1
31197,36481,2,1
31345,36481,8,2
31463,36481,1,1
32902,36481,1,1
32940,36481,8,1
34063,36481,21,2
34063,36075,21,2
38129,36481,15,1
573,5295,2,1
573,579,2,1
1306,605,2,2
1306,605,2,2
5294,605,6,1
5350,605,1,1
5350,605,1,1
5660,5295,2,1
5660,579,2,1
30945,33210,11,1
31044,35093,2,1
31862,35093,10,1
33154,35093,1,1
34029,33210,10,1
38062,35093,40,1
42203,41593,1,1
43686,41593,3,1
43686,41593,3,1
47974,41593,2,1
47974,41593,2,1
11051,12289,5,1
11052,12289,21,2
12289,12289,10,1
12339,13199,1,1
13368,13199,2,1
33280,33736,3,1
35088,33736,10,1
40964,42388,10,1
43403,43402,1,1
30087,39559,3,1
30108,39559,1,1
39291,39559,2,1
39361,39183,1,1
39366,39183,10,2
39471,39183,1,1
39471,39559,1,1
39559,39559,2,1
32603,34719,5,1
32612,35836,1,1
32614,34719,1,1
31871,32015,2,1
31871,32015,2,1
31291,32055,7,1
31291,39998,7,1
31645,32055,4,1
31645,39998,4,1
32262,31622,3,1
32262,31622,3,1
32263,32055,1,1
32263,39998,1,1
32269,31622,6,2
32269,31622,6,2
32458,31622,6,1
32458,31622,6,1
32770,32055,1,1
32770,39998,1,1
35344,31622,3,1
35344,31622,3,1
35379,31622,5,1
35379,31622,5,1
11173,10977,40,2
11225,10977,6,1
11738,10977,28,7
12675,10977,60,3
13255,15333,2,1
13543,15333,1,1
15334,10977,10,1
19403,15333,2,1
56380,59049,8,3
57001,57180,1,1
57053,57180,12,2
57053,59049,12,2
57149,57180,2,1
57180,57180,6,2
57180,59049,6,2
57181,57180,20,1
57188,57180,3,1
57190,57180,5,1
57233,57180,3,1
58101,59049,6,1
58140,59049,1,1
59045,57180,5,1
1269,1577,1,1
1325,1577,6,1
1450,1693,10,1
1538,1577,1,1
1578,1577,5,1
1811,1693,52,1
51236,51332,2,1
51329,51332,1,1
21109,21109,4,1
21356,21109,10,1
21357,21109,1,1
21390,21109,1,1
21568,38128,10,1
21666,21109,10,1
26373,38128,1,1
31427,38128,1,1
39884,39954,2,1
33324,39110,4,1
33324,39110,4,1
39119,39110,1,1
39119,39110,1,1
